Дата проводки,Счёт (наименование + ИНН),Сумма по дебету (RUB),Сумма по кредиту (RUB),Банк (условный БИК + наименование),Назначение платежа (детали),Риск,Причины_оценки_риска,Примечание
2025-09-26 13:18:14,"ИП КОРОЛЁВ А.М., ИНН: 2332003203",,"72,370.32","Альфа-Банк, г. Москва (БИК: 044030653)","Перечисление заработной платы, период: 09.2025; ведомость №68; дата 26.09.2025 13:18",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 13:29:56,"ООО СЛЕД-ИНВЕСТ, ИНН: 2534003405",,"2,966,691.83","Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Оплата по договор №132/2025 от 12.08.2025; счет-фактура №6075; ТТН №647; назнач.: оплата поставки; дата/время проводки 26.09.2025 13:29; счет-фактура №6075; ТТН №647,Высокий,very_large_amount,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 13:42:03,"ООО МАЛЫЙ БИЗНЕС, ИНН: 2433003304","729,922.66",,"Сбербанк, г. Москва, Центральный офис (БИК: 044525225)",Аванс по договор №597/2025 от 03.08.2025; счет-фактура №3839; назнач.: аванс; дата/время 26.09.2025 13:42; счет-фактура №3839; ТТН №307,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 14:03:51,"ООО АЛЬФАМЕД, ИНН: 7803004003","250,859.71",,"Сбербанк, г. Санкт-Петербург, Северо-Западный филиал (БИК: 046577674)",Оплата по договор №332/2025 от 01.06.2025; счет-фактура №8963; ТТН №330; назнач.: оплата поставки; дата/время проводки 26.09.2025 14:03; счет-фактура №8963; ТТН №330,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 14:27:17,"ИП КОРОЛЁВ А.М., ИНН: 2332003203",,"116,817.44","Газпромбанк, г. Москва (БИК: 044525545)",Аванс по договор №964/2025 от 23.06.2025; счет-фактура №4314; назнач.: аванс; дата/время 26.09.2025 14:27; сопроводительные документы отсутствуют,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 14:40:19,"ООО БИЗНЕСХАУС, ИНН: 1019001909",,"104,687.84","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата коммунальных услуг и интернет; период: 09.2025; дата/время 26.09.2025 14:40,Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 14:41:40,"ООО АЛЬФАМЕД, ИНН: 7803004003","204,158.91",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата по договор №307/2025 от 10.08.2025; счет-фактура №8820; ТТН №307; назнач.: оплата поставки; дата/время проводки 26.09.2025 14:41; счет-фактура №8820; ТТН №307,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 14:45:18,"ООО СТРОЙПРОЕКТ, ИНН: 5404005004",,"779,384.79","ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №581/2025 от 24.06.2025; счет-фактура №1346; ТТН №328; назнач.: оплата поставки; дата/время проводки 26.09.2025 14:45; счет-фактура №1346; ТТН №328,Средний,amount_over_med;has_docs_and_contract,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 15:08:39,"ООО КОНСАЛТИНГ ПРО, ИНН: 1827002708","194,990.00",,"ВТБ, г. Москва, Головной офис (БИК: 040349700)",Оплата по договор №820/2025 от 25.07.2025; счет-фактура №3727; ТТН №450; назнач.: оплата поставки; дата/время проводки 26.09.2025 15:08; счет-фактура №3727; ТТН №450,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 15:40:21,"ИП ЛЕВИН Д.Б., ИНН: 8907001707",,"147,260.08","Альфа-Банк, г. Москва (БИК: 044030653)","Перечисление заработной платы, период: 09.2025; ведомость №96; дата 26.09.2025 15:40",Низкий,default_low,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 16:00:39,"ООО АГРОСНАБ, ИНН: 2301001101","180,504.12",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Оплата по договор №316/2025 от 14.08.2025; счет-фактура №9102; ТТН №406; назнач.: оплата поставки; дата/время проводки 26.09.2025 16:00; счет-фактура №9102; ТТН №406,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 16:34:45,"ООО ИНЖИНЕРОВАНИЕ, ИНН: 1221002102","166,487.78",,"Сбербанк, г. Новосибирск, Сибирский филиал (БИК: 047501602)",Оплата по договор №489/2025 от 21.08.2025; счет-фактура №5478; ТТН №861; назнач.: оплата поставки; дата/время проводки 26.09.2025 16:34; счет-фактура №5478; ТТН №861,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 16:57:09,"ООО СТРОЙПРОЕКТ, ИНН: 5404005004","145,331.18",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №941/2025 от 21.07.2025; счет-фактура №7635; ТТН №230; назнач.: оплата поставки; дата/время проводки 26.09.2025 16:57; счет-фактура №7635; ТТН №230,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 17:23:16,"ООО АЛЬФАМЕД, ИНН: 7803004003","76,728.05",,"Сбербанк, г. Ростов-на-Дону, Южный филиал (БИК: 041806647)",Аванс по договор №624/2025 от 08.07.2025; счет-фактура №8508; назнач.: аванс; дата/время 26.09.2025 17:23; счет-фактура №8508; ТТН №357,Средний,advance_mention,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 17:25:56,"ООО БЛЭКХОЛД, ИНН: 2029002900","199,071.62",,"Промсвязьбанк, г. Москва (БИК: 044525000)",Оплата по договор №457/2025 от 05.06.2025; счет-фактура №8789; ТТН №214; назнач.: оплата поставки; дата/время проводки 26.09.2025 17:25; счет-фактура №8789; ТТН №214,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
2025-09-26 17:46:09,"ООО НЕОТЕК, ИНН: 1120002001",,"80,082.11","Россельхозбанк, г. Москва (БИК: 044525100)",Оплата по договор №142/2025 от 07.06.2025; счет-фактура №9635; ТТН №675; назнач.: оплата поставки; дата/время проводки 26.09.2025 17:46; счет-фактура №9635; ТТН №675,Низкий,supplier_with_docs_amount_ok,TEST DATA — НЕ РЕАЛЬНО. Использовать только для обучения/тестирования.
